symbol,A2058,A2780,A375,CAOV3,HCT116,HT144,LOVO,MDAMB436,NCI-H460,NCIH1650,NCIH2122,NCIH23,OV90,OVCAR3,RKO,RPMI7951,SK-OV-3,SKMEL30,SKMES1,SW-620,SW837,T-47D,UACC62,VCAP
SLC3A2,135,61,69,94,78,50,49,60,78,110,172,27,101,91,58,55,132,81,62,76,99,46,37,14
SLC7A5,298,133,146,129,200,97,94,79,94,258,196,47,49,125,83,71,312,149,7,149,186,46,54,0
SLC8A1,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
SLC8A2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SLC8A3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMAD1,1,3,1,1,3,1,3,6,2,3,2,0,0,4,3,2,3,1,2,3,4,1,1,1
SMAD2,2,2,2,4,4,1,2,1,3,3,7,3,1,2,2,2,3,2,2,1,1,1,1,2
SMAD3,9,2,13,11,10,13,12,12,3,12,11,26,8,10,1,7,15,13,51,14,10,1,7,1
SMAD4,5,6,3,3,8,3,5,1,3,3,3,3,1,3,6,4,6,3,4,0,3,3,2,8
SMAD5,10,10,10,11,18,10,13,6,9,5,10,7,10,8,13,7,10,12,6,5,12,7,8,10
SMAD6,0,3,3,3,0,3,5,1,2,5,1,1,3,15,0,0,14,2,1,4,39,0,1,1
SMAD7,4,3,3,1,1,2,9,2,0,4,1,1,3,14,1,6,19,3,3,2,16,2,4,5
SMAD9,3,1,0,0,0,0,0,0,0,0,0,0,0,2,4,0,3,0,0,0,1,0,2,7
SMO,11,13,7,4,4,12,5,11,5,4,0,2,10,6,0,0,11,6,1,0,0,5,1,4
SMPD2,4,3,3,2,3,2,10,8,3,2,5,5,6,4,6,4,8,4,5,3,3,3,7,6
SMURF1,9,11,8,9,10,10,9,15,6,11,11,12,16,8,14,6,6,10,10,9,12,3,7,3
SMURF2,8,3,8,13,59,12,6,5,1,8,3,20,3,36,109,12,11,4,10,9,21,5,6,4
SOCS1,0,0,0,0,1,0,0,3,0,1,0,0,1,0,0,11,0,0,0,0,1,0,0,0
SOCS2,2,15,2,2,3,2,4,0,1,0,0,10,0,0,1,1,0,3,0,1,0,0,5,0
SOCS3,2,17,6,3,14,8,2,13,16,4,2,5,2,12,2,5,3,1,18,3,2,0,4,0
SOCS4,7,6,6,7,13,7,7,3,8,6,5,15,5,19,13,6,8,8,7,14,6,6,7,5
SOCS5,6,6,10,5,9,8,4,7,3,4,3,10,3,4,4,15,5,4,12,4,7,2,6,5
SOCS6,8,6,7,7,16,5,8,5,3,10,2,7,3,1,6,7,8,8,10,3,6,2,5,3
SOCS7,3,5,8,2,14,6,7,3,3,4,6,9,3,4,5,2,9,5,5,7,9,7,4,11
SOD2,4,3,2,20,5,3,9,154,6,4,11,5,6,4,8,10,12,3,15,5,7,4,4,4
SORBS1,2,0,1,1,1,2,0,0,0,0,0,0,2,1,0,0,0,10,0,0,0,0,1,0
SORT1,10,2,4,42,8,9,15,0,0,11,7,3,19,24,10,7,15,52,1,10,4,20,7,7
SOS1,5,8,6,7,7,4,9,7,4,8,5,5,8,7,9,7,9,4,4,7,10,3,4,6
SOS2,4,2,3,3,6,4,3,2,2,5,3,5,3,7,8,5,7,5,7,7,9,7,3,4
SOST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOX17,0,0,0,4,0,0,0,0,0,0,0,0,0,34,0,0,20,0,0,0,0,0,0,0
SOX9,0,5,0,5,60,0,31,10,4,12,0,2,15,5,0,5,0,0,25,67,55,8,0,10
SP1,15,17,19,17,27,14,20,10,11,12,19,15,10,19,20,13,24,12,10,24,34,23,9,13
SPHK1,9,4,3,7,0,9,4,9,1,2,2,12,1,1,36,9,4,15,6,0,1,1,10,0
SPHK2,3,4,5,1,1,5,1,1,2,5,2,1,6,1,1,5,2,2,1,2,2,2,3,8
SPOP,8,10,10,17,12,8,7,3,5,6,6,4,9,9,8,6,9,5,6,8,8,14,6,15
SPOPL,3,3,2,5,15,3,3,2,3,7,4,7,5,7,4,4,5,2,2,3,5,4,3,5
SRC,6,7,12,2,6,6,5,4,32,9,15,5,7,10,16,5,8,10,7,6,12,12,1,30
SREBF1,15,25,25,5,27,22,20,12,20,12,34,8,10,9,12,11,2,13,7,13,20,22,14,25
SRF,15,25,11,14,12,17,14,14,8,9,6,30,15,11,15,17,17,17,8,13,14,10,10,9
SRSF1,118,120,121,88,103,98,100,71,110,81,66,103,98,121,76,75,84,83,60,131,66,94,82,90
SSTR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SSTR5,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3
STAM2,3,2,3,6,7,4,4,2,3,4,3,5,3,2,5,6,5,4,4,4,5,4,5,4
STAT1,15,118,13,65,29,17,16,40,19,95,12,44,54,15,19,55,34,28,40,19,129,15,15,9
STAT2,6,12,7,21,13,7,9,6,2,23,8,6,8,9,18,22,8,14,14,8,31,13,9,10
STAT3,12,11,14,13,16,18,8,19,5,26,22,31,13,8,6,13,34,7,23,7,14,25,18,5
STAT5A,5,0,4,1,0,3,4,0,0,0,0,0,1,0,4,3,1,5,1,0,2,0,3,0
STAT5B,11,9,6,3,2,9,6,4,7,4,9,5,6,3,14,9,21,6,7,12,10,12,8,4
STAT6,17,19,15,2,13,26,33,9,26,10,27,11,12,2,27,20,26,21,16,11,37,21,24,16
STEAP3,10,3,2,7,13,6,13,31,17,2,8,13,15,1,15,19,5,1,15,8,14,6,10,5
STIM1,4,4,2,6,5,5,7,6,4,10,4,3,2,10,8,5,16,6,7,21,10,4,5,6
STIM2,6,5,8,3,10,5,7,5,3,4,3,4,3,4,3,2,6,3,5,3,6,2,7,8
STK11,2,6,4,0,9,6,7,5,3,4,2,4,4,4,7,5,10,4,4,4,9,6,6,7
STK3,3,2,2,3,5,2,1,1,1,7,1,1,2,4,2,2,3,1,1,1,4,1,2,3
STK4,8,8,13,7,11,10,7,4,9,12,7,25,5,10,29,12,7,10,4,18,14,8,7,5
STMN1,58,47,64,55,22,42,51,18,28,51,17,66,57,31,36,36,63,76,75,45,21,43,33,41
STRADB,10,8,4,12,7,9,9,9,10,5,6,4,7,4,11,15,12,15,9,7,8,2,17,3
SUFU,5,2,5,2,4,2,2,1,1,2,2,1,3,4,3,2,1,3,1,2,4,4,1,5
SUGT1,6,6,5,3,5,3,4,4,4,2,3,4,4,2,4,3,3,3,3,3,1,2,2,2
SYK,0,0,0,3,1,0,18,0,0,0,8,0,0,16,8,0,3,0,0,23,16,4,0,3
TAB1,6,8,7,6,5,7,6,5,5,5,4,3,6,4,5,7,8,6,5,9,5,7,6,9
TAB2,13,7,11,14,24,9,13,24,4,23,10,29,12,12,17,19,23,7,23,11,12,20,10,24
TACR1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
TACR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TACR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TANK,5,4,3,5,16,5,4,8,7,8,8,5,5,6,7,10,6,4,5,7,5,3,6,3
TAOK1,5,7,9,5,10,9,5,5,5,8,7,10,3,15,13,8,14,7,5,7,13,9,7,15
TAOK2,7,9,9,9,9,9,7,10,8,11,4,7,9,3,9,8,9,7,8,7,11,14,7,5
TAOK3,4,0,3,5,2,3,4,7,2,9,4,1,3,2,3,6,2,5,5,1,5,5,6,2
TBC1D1,6,6,6,4,8,5,10,7,3,9,1,4,3,7,10,5,8,5,7,5,10,3,6,1
TBC1D4,50,8,19,1,12,8,10,3,6,1,6,6,0,1,10,5,0,3,9,1,7,2,5,7
TBC1D7,3,1,1,3,0,4,1,1,1,1,2,1,3,2,0,3,2,16,1,1,1,3,7,0
TBK1,9,10,12,12,11,9,15,7,12,11,10,16,5,6,9,7,8,9,8,8,8,13,13,10
TBKBP1,2,14,1,1,5,2,2,1,1,4,3,3,1,4,4,1,2,0,1,3,3,3,4,4
TBL1XR1,9,9,8,14,29,11,15,7,5,10,9,10,12,26,25,10,17,7,9,13,11,18,14,19
TBX3,12,0,16,0,1,8,11,2,2,0,0,2,0,0,2,28,0,2,0,1,27,2,4,47
TBXA2R,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,2,0,0,0,0,0,0,1,0
TCF3,6,26,8,9,24,13,22,11,15,8,8,23,7,20,19,14,25,17,9,34,16,11,13,10
TCF7,0,0,0,4,2,1,2,1,0,1,1,0,0,0,3,3,1,0,1,2,3,0,0,0
TCF7L1,2,4,0,1,3,1,1,1,0,17,0,2,17,4,0,1,4,0,0,0,1,11,1,0
TCF7L2,6,9,17,3,47,3,6,6,4,9,8,3,6,5,6,1,7,3,3,13,17,3,2,3
TCL1A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TCL1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEAD1,28,13,15,24,18,23,9,5,15,14,20,22,3,25,13,25,24,23,18,29,16,7,22,20
TEAD2,5,26,8,6,10,5,1,10,5,7,0,5,32,21,8,10,13,1,13,3,13,11,7,0
TEAD3,3,6,3,10,11,4,9,4,2,18,10,3,8,12,11,6,10,4,4,4,12,25,2,5
TEAD4,13,25,12,17,6,12,22,33,16,11,6,54,14,10,16,4,8,14,4,26,15,19,10,8
TEC,0,0,0,1,2,0,1,4,1,0,2,1,0,1,1,2,3,0,3,0,2,0,0,0
TEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TELO2,11,15,10,4,6,15,12,16,14,12,8,9,17,7,15,7,13,12,7,5,19,20,12,10
TF,1,0,1,0,0,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
TFDP1,79,64,83,33,37,46,66,86,44,23,35,40,64,26,29,23,43,39,39,44,16,33,18,25
TFF1,0,0,0,2,0,0,3,0,0,0,277,0,2277,0,0,0,0,0,0,0,0,13,0,2
TFRC,71,42,46,65,33,133,40,61,84,90,48,71,59,55,11,41,51,57,77,31,26,245,44,67
TGFA,66,0,93,18,20,24,4,1,0,34,12,0,0,3,0,0,9,0,11,20,11,3,61,0
TGFB1,17,27,15,17,15,9,12,7,15,14,0,13,32,2,33,36,9,5,30,26,41,0,23,0
TGFB3,1,2,1,0,0,1,0,0,1,1,0,0,4,1,1,0,0,0,1,0,1,31,8,0
TGFBR1,8,8,5,4,10,11,6,7,8,7,3,17,5,9,15,17,5,12,8,5,9,12,7,3
TGIF1,4,10,4,12,23,5,9,5,3,6,9,16,9,8,9,6,10,4,7,7,5,1,10,3
TGIF2,7,15,12,1,5,5,7,8,4,6,5,10,8,18,13,11,5,7,2,16,9,9,2,2
TH,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THBD,0,0,0,2,0,0,0,2,1,0,44,0,0,0,0,22,19,13,10,0,1,0,0,0
THBS1,96,3,139,45,0,142,20,2,0,61,1,31,30,17,0,152,198,23,193,0,48,29,25,85
THBS3,3,25,6,4,5,6,3,1,4,4,3,7,1,15,1,10,5,3,7,4,14,15,5,2
THBS4,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0
THEM4,19,0,14,2,9,12,7,6,7,3,12,7,2,5,7,5,2,24,5,11,5,5,11,8
THPO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THRA,5,5,5,1,4,4,4,2,4,2,1,0,6,1,4,7,9,6,8,4,19,9,5,5
THRB,0,0,1,1,0,0,3,0,0,6,1,0,1,1,0,0,3,0,1,0,0,3,1,8
TIAM1,8,4,6,1,14,5,0,1,0,5,0,2,0,5,0,1,1,0,2,1,0,2,3,3
TICAM1,5,5,5,3,11,6,7,8,4,4,8,8,2,3,12,8,7,8,5,7,9,5,4,7
TIRAP,3,3,4,1,3,1,2,1,3,3,2,1,2,1,2,1,3,1,3,2,3,10,1,3
TLE1,6,1,7,2,6,12,5,14,0,10,4,7,25,23,5,5,35,7,8,0,9,9,8,1
TLE2,1,6,0,8,9,1,7,4,0,6,0,3,20,2,9,0,4,0,0,0,5,9,0,0
TLE3,2,3,4,2,4,3,7,2,4,4,5,3,2,4,5,2,1,5,3,9,7,6,2,17
TLE4,5,9,9,0,0,3,1,4,1,4,0,0,6,0,0,3,1,0,0,0,5,0,3,0
TLE6,0,1,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0
TLN1,44,29,40,29,15,33,21,62,20,27,17,67,14,35,29,44,116,35,19,17,27,16,21,25
TLR2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,6,0,0,0,0,0
TLR5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0
TLR9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNF,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
TNFAIP3,2,0,1,0,1,2,1,51,8,2,1,11,0,4,1,6,2,22,6,1,3,0,4,0
TNFRSF10A,1,0,8,7,16,0,12,11,16,4,26,12,0,6,16,3,3,0,15,14,7,5,0,5
TNFRSF10B,34,39,26,22,85,34,29,28,26,8,62,29,14,29,63,29,18,19,35,60,20,11,52,5
TNFRSF11A,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
TNFRSF13C,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
TNFRSF1B,0,0,2,1,0,0,18,0,1,0,0,0,0,0,0,0,0,0,1,21,8,0,0,0
TNFSF14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNNI3,0,0,0,3,7,0,0,1,0,2,0,2,6,4,1,0,0,0,0,0,3,5,0,0
TNXB,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOLLIP,5,3,4,2,4,5,5,5,2,3,5,3,3,6,11,5,8,8,6,9,9,5,5,17
TP53,24,21,15,1,25,16,16,11,11,3,16,13,14,20,7,2,1,6,1,31,27,20,5,18
TP53AIP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TP53BP1,6,13,7,8,8,6,5,16,6,9,3,7,2,10,8,9,14,2,13,6,12,9,5,6
TP53BP2,14,16,14,9,9,8,9,25,7,9,7,14,13,16,13,6,16,13,9,7,9,6,8,6
TP53I3,4,15,17,13,4,12,6,2,9,31,15,6,14,8,4,15,7,6,6,6,7,195,18,2
TP73,1,0,1,1,2,0,3,1,0,1,0,1,1,0,2,0,0,1,1,0,2,3,0,1
TRADD,2,2,2,4,3,4,4,3,9,11,6,3,7,4,3,6,4,3,17,8,6,7,4,1
TRAF1,1,0,19,0,1,1,0,5,0,0,0,4,0,1,2,1,0,0,11,0,3,0,3,1
TRAF2,11,10,8,4,3,9,7,15,12,8,6,9,9,9,10,6,8,10,6,5,6,15,6,12
TRAF3,8,10,6,6,7,7,7,6,5,5,6,8,3,10,8,7,11,7,7,6,13,3,7,8
TRAF3IP2,5,0,4,1,2,4,5,4,3,2,3,0,1,3,3,3,2,7,6,2,2,4,11,2
TRAF4,15,13,17,13,12,18,14,11,15,30,40,21,25,38,8,4,13,19,7,13,30,23,24,30
TRAF5,5,6,3,1,3,2,6,1,2,0,3,0,0,2,6,3,3,5,3,24,6,2,3,0
TRAF6,2,2,2,1,3,1,2,2,1,2,1,2,0,3,5,2,5,1,2,7,4,3,2,1
TRIM25,16,27,21,17,53,12,22,14,19,28,27,11,8,25,40,18,33,17,21,41,45,28,7,16
TRIP10,11,11,11,12,20,11,14,15,15,19,20,20,14,13,20,12,20,9,13,5,24,11,14,2
TRIP6,32,27,28,44,23,40,16,57,54,24,48,0,37,11,58,18,18,34,25,0,17,6,67,0
TSC1,3,4,4,2,6,3,5,5,2,5,2,3,5,7,15,4,5,3,4,4,8,8,3,5
TSC2,10,7,12,3,4,11,4,7,5,6,6,4,5,10,8,7,9,5,8,6,12,10,5,4
TSHR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TSLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TTI1,14,19,21,5,8,14,11,8,13,21,10,22,6,19,19,14,8,7,10,14,16,15,11,11
TXN,236,101,282,477,159,196,256,594,803,220,864,286,158,211,155,296,237,199,266,167,89,181,181,264
TXN2,46,39,40,36,27,58,40,32,38,40,36,20,36,14,36,36,22,54,24,28,10,41,46,32
TXNIP,15,3,12,71,0,46,24,315,15,18,167,3,28,6,99,2,62,13,25,352,238,33,15,20
TYK2,6,14,17,8,8,12,10,4,7,11,7,9,6,8,20,14,9,13,8,8,6,9,13,5
UBC,185,241,212,262,227,294,238,451,399,298,367,335,232,231,186,343,586,309,472,230,393,363,250,259
UCP1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ULK1,2,6,6,4,4,5,6,3,7,7,6,5,14,8,5,9,7,2,7,6,17,13,4,11
ULK2,3,2,0,2,2,0,1,1,1,3,2,2,0,2,3,1,4,1,2,2,1,4,0,2
USP25,5,5,2,3,9,3,5,4,4,10,2,3,4,28,7,4,15,2,8,10,10,3,2,8
USP7,16,25,24,10,22,19,32,22,29,18,21,23,17,15,24,14,23,14,10,30,22,24,25,21
VANGL1,5,4,4,8,6,4,6,4,8,7,5,13,4,7,3,4,10,7,12,3,4,3,3,7
VANGL2,5,12,2,4,0,2,2,4,0,7,1,0,16,11,0,0,0,4,0,1,6,0,0,0
VASP,17,25,20,9,22,23,15,10,9,46,21,27,54,10,24,19,23,11,13,24,38,16,19,4
VAV2,5,5,8,6,9,11,9,18,7,15,7,8,3,11,19,16,22,3,5,13,37,12,5,21
VAV3,0,2,0,0,0,1,0,1,0,8,0,1,0,20,0,0,6,0,0,0,0,27,1,0
VDAC1,156,155,124,100,72,186,121,127,233,108,201,105,148,81,74,78,222,194,75,99,100,52,177,106
VDAC2,56,84,39,95,58,48,69,116,108,71,123,62,58,100,50,36,70,81,30,91,40,70,61,39
VDAC3,37,41,28,44,20,21,48,35,55,17,59,32,47,77,35,24,52,39,25,30,25,60,45,34
VEGFA,6,6,3,3,14,7,4,10,2,6,7,3,19,3,8,21,8,6,17,21,19,2,6,2
VEGFB,32,21,15,37,11,29,18,51,8,22,4,6,36,24,36,34,20,55,29,16,31,22,20,46
VEGFC,4,1,2,1,0,1,0,11,1,4,9,0,0,1,2,30,2,0,4,0,0,0,3,0
VHL,11,27,15,15,31,13,14,25,9,11,11,10,4,16,20,15,19,7,11,29,9,19,7,32
VIPR2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WDR24,2,2,4,2,2,2,2,8,2,3,2,1,3,2,4,2,3,3,2,3,8,4,2,6
WDR59,4,8,4,2,7,2,6,3,5,10,4,5,6,3,7,4,5,3,8,13,7,6,4,3
WIF1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WNT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WNT10A,0,0,0,5,0,0,0,0,0,0,0,0,0,12,0,6,9,0,0,1,23,0,0,0
WNT10B,2,3,1,1,2,1,2,3,8,0,1,1,2,1,0,0,0,0,0,0,0,1,4,1
WNT11,0,0,0,0,0,0,5,0,0,0,0,0,0,16,2,2,0,0,0,1,140,0,0,0
WNT16,0,0,0,0,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WNT2,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,9
WNT2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
WNT3,0,1,1,4,1,0,3,2,1,1,3,1,2,1,1,0,3,0,3,3,2,0,0,1
WNT3A,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WNT4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WNT5A,0,0,7,2,0,16,3,4,3,3,15,0,0,14,0,50,1,0,0,0,2,0,1,0
WNT6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,3,0,0,0,0
WNT7A,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,34,0,0,0,0,0,0,0
WNT7B,0,0,0,4,3,0,3,0,0,16,6,0,0,3,0,4,29,0,5,2,4,3,0,1
WNT9A,0,0,1,4,1,0,0,4,0,8,0,1,0,1,0,19,10,0,1,0,3,6,0,0
WNT9B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WTIP,1,1,0,1,1,0,0,0,0,2,0,1,3,0,0,0,2,0,0,0,0,1,0,0
WWC1,1,2,0,16,7,1,15,12,5,21,6,5,3,15,6,0,19,2,0,6,15,14,1,17
WWTR1,38,6,79,8,11,77,1,8,9,6,5,7,5,15,7,26,29,21,21,1,0,5,94,1
YAP1,19,37,27,34,42,18,14,29,12,40,12,39,21,17,35,25,37,13,22,57,55,34,17,12
YWHAB,81,65,109,140,54,141,61,40,81,154,91,183,96,106,88,116,112,107,72,115,96,94,80,87
YWHAE,219,213,267,103,138,149,129,226,262,212,216,169,159,120,137,149,101,151,139,242,62,155,188,285
YWHAG,57,126,125,94,81,113,82,177,162,103,152,70,39,106,59,82,86,84,115,93,67,98,134,114
YWHAH,48,56,24,77,45,62,62,30,42,48,21,40,46,54,37,33,89,59,43,44,22,26,34,23
YWHAQ,176,146,167,193,102,162,99,230,178,183,171,203,136,264,119,292,141,126,194,141,81,78,97,112
YWHAZ,209,69,110,93,183,105,78,12,61,240,89,92,91,153,138,113,128,188,114,97,83,84,115,114
ZAP70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZFYVE16,6,7,5,9,6,9,6,4,4,7,4,5,2,10,3,4,9,18,4,5,9,5,8,3
ZFYVE9,3,6,5,5,7,3,6,5,2,4,3,3,7,6,9,6,10,4,5,5,4,3,4,5
ZMAT3,2,2,3,6,7,10,4,1,1,3,2,5,1,2,15,3,2,2,2,2,1,2,12,0
ZNF274,2,1,3,2,2,3,0,7,2,7,2,6,1,4,0,5,6,3,4,4,7,7,4,5
ZNRF3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
